,user,item,cluster,Recommendations,Number of Recommendations
10,1609720,CNSC02EN,1,"['ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0101EN', 'BD0111EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",34
11,1609720,ML0101ENv3,1,"['ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0101EN', 'BD0111EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",34
12,1609720,DS0101EN,1,"['ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0101EN', 'BD0111EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",34
13,1609720,ML0120ENv2,1,"['ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0101EN', 'BD0111EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",34
14,1609720,DV0101EN,1,"['ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0101EN', 'BD0111EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",34
15,1609720,DA0101EN,1,"['ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0101EN', 'BD0111EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",34
16,1347188,CO0301EN,4,"['ML0101ENv3', 'ML0115EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'BD0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'DS0101EN', 'BD0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'CB0103EN', 'DS0101EN', 'RP0101EN', 'CB0103EN', 'BD0101EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'RP0101EN']",35
17,1347188,CC0103EN,4,"['ML0101ENv3', 'ML0115EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'BD0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'DS0101EN', 'BD0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'CB0103EN', 'DS0101EN', 'RP0101EN', 'CB0103EN', 'BD0101EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'RP0101EN']",35
18,1347188,CO0201EN,4,"['ML0101ENv3', 'ML0115EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'BD0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'DS0101EN', 'BD0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'CB0103EN', 'DS0101EN', 'RP0101EN', 'CB0103EN', 'BD0101EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'RP0101EN']",35
19,1347188,PY0101EN,4,"['ML0101ENv3', 'ML0115EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'BD0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'DS0101EN', 'BD0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'CB0103EN', 'DS0101EN', 'RP0101EN', 'CB0103EN', 'BD0101EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'RP0101EN']",35
20,1347188,BC0101EN,4,"['ML0101ENv3', 'ML0115EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'BD0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'DS0101EN', 'BD0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'CB0103EN', 'DS0101EN', 'RP0101EN', 'CB0103EN', 'BD0101EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'RP0101EN']",35
21,755067,ML0103EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",42
22,755067,BD0101EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",42
23,755067,SC0103EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",42
24,755067,DS0301EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",42
25,755067,BD0153EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",42
26,538595,BD0115EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'BD0211EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",37
27,538595,BD0121EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'BD0211EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",37
28,538595,BD0111EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'BD0211EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",37
29,538595,BD0141EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'BD0211EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",37
30,538595,BD0101EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'BD0211EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",37
31,538595,DB0151EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'BD0211EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",37
32,1773079,CC0201EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0101EN', 'BD0111EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",45
33,1773079,CC0103EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0101EN', 'BD0111EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",45
34,1773079,CC0250EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0101EN', 'BD0111EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",45
35,1773079,CNSC02EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0101EN', 'BD0111EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",45
36,1773079,CC0101EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'BD0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0101EN', 'BD0111EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'BD0101EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",45
37,603361,BC0201EN,4,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",40
38,603361,LB0109ENv1,4,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'PY0101EN', 'DA0101EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'DS0101EN', 'PY0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'DS0101EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0101EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",40
